Diagnosis,Model,XAI_Method,Feature,Reduced Feature,Score,ABS Score,Normalized Score (0-1)
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,-0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,-0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,XGB,Feature_Ablation,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,XGB,Feature_Ablation,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,-0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,XGB,Feature_Ablation,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdohFeelLackCompanionship,sdohFeelLackCompanionship,-0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,NN,Feature_Ablation,sdohDiscriminationByPolice,sdohDiscriminationByPolice,0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdohDiscriminationApplyingServices,sdohDiscriminationApplyingServices,0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,XGB,Feature_Ablation,sdohDateCompletedYear,sdohDateCompletedYear,-0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,-0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdohAffordableHousing,sdohAffordableHousing,-0.000177164,0.000177164,0.000563865
cancerDiagnosedUterine17,Ensemble,Feature_Ablation,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,-0.000177164,0.000177164,0.000563865
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohHowHardPayBasics,sdohHowHardPayBasics,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohHomeProblemLead,sdohHomeProblemLead,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohHelpFromCommunity,sdohHelpFromCommunity,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,NN,Feature_Ablation,sdohDiscriminationInHousing,sdohDiscriminationInHousing,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdohAttendChurchOrServices,sdohAttendChurchOrServices,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,XGB,Feature_Ablation,sdohAccessPublicTransportation,sdohAccessPublicTransportation,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,NN,Feature_Ablation,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,0.000176991,0.000176991,0.000563315
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,-0.000176991,0.000176991,0.000563315
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdohLivedWithSentenced18,sdohLivedWithSentenced18,-0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,Ensemble,Feature_Ablation,sdohHowOftenStress,sdohHowOftenStress,0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdohHomeProblemLead,sdohHomeProblemLead,0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,Ensemble,Feature_Ablation,sdohHomeProblemLead,sdohHomeProblemLead,0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdohHomeProblemHeat,sdohHomeProblemHeat,-0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdohDateCompletedYear,sdohDateCompletedYear,-0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,XGB,Feature_Ablation,sdohDateCompletedMonth,sdohDateCompletedMonth,0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,-0.000176913,0.000176913,0.000563066
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.000176913,0.000176913,0.000563066
cancerDiagnosedBladder17,NN,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,NN,Feature_Ablation,sdohNoHomeProblems,sdohNoHomeProblems,0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,NN,Feature_Ablation,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohHomeProblemPests,sdohHomeProblemPests,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohHelpFromCommunity,sdohHelpFromCommunity,0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,NN,Feature_Ablation,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,NN,Feature_Ablation,sdohDiscriminationAtWork,sdohDiscriminationAtWork,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohDateCompletedYear,sdohDateCompletedYear,0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,NN,Feature_Ablation,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,NN,Feature_Ablation,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,-0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,NN,Feature_Ablation,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,0.000176803,0.000176803,0.000562716
cancerDiagnosedBladder17,Ensemble,Feature_Ablation,sdoh12MosContactCollection,sdoh12MosContactCollection,0.000176803,0.000176803,0.000562716
cancerDiagnosedSkinnonmelano17,XGB,Permutation_Importance,sdohDateCompletedYear,sdohDateCompletedYear,0.000116928,0.000116928,0.000560048
cancerDiagnosedOther17,XGB,Permutation_Importance,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,0.000116896,0.000116896,0.000559895
anginaDiagnosis17,XGB,Permutation_Importance,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,-0.000116885,0.000116885,0.000559842
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdohHomeProblemLead,sdohHomeProblemLead,-0.000116134,0.000116134,0.000556245
cancerDiagnosedProstate17,XGB,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.000116134,0.000116134,0.000556245
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.000116134,0.000116134,0.000556245
diabetesDiagnosis,NN,Integrated_Gradients,sdohDiscriminationStores,sdohDiscriminationStores,0.000625061,0.000625061,0.000555789
cancerDiagnosedSkinMelanoma17,XGB,Permutation_Importance,sdohHomeProblemMold,sdohHomeProblemMold,-0.000116009,0.000116009,0.000555646
cancerDiagnosedLung17,NN,Saliency,sdohAffordableHousing,sdohAffordableHousing,-0.000490826,0.000490826,0.000553997
cancerDiagnosedColon17,NN,Integrated_Gradients,sdohFeelLeftOut,sdohFeelLeftOut,-0.000621399,0.000621399,0.000552533
cancerDiagnosedColon17,Ensemble,Permutation_Importance,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,-0.00011532,0.00011532,0.000552346
cancerDiagnosedColon17,XGB,Permutation_Importance,sdohHowOftenChildTouched,sdohHowOftenChildTouched,0.00011532,0.00011532,0.000552346
cancerDiagnosedColon17,Ensemble,Permutation_Importance,sdohHowHardPayBasics,sdohHowHardPayBasics,0.00011532,0.00011532,0.000552346
cancerDiagnosedColon17,XGB,Permutation_Importance,sdohDiscriminationByPolice,sdohDiscriminationByPolice,-0.00011532,0.00011532,0.000552346
cancerDiagnosedCervical17,XGB,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.000115248,0.000115248,0.000552001
cancerDiagnosedCervical17,Ensemble,Permutation_Importance,sdohHelpFromFriends,sdohHelpFromFriends,0.000115248,0.000115248,0.000552001
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,-0.000115156,0.000115156,0.000551561
cancerDiagnosedLung17,Ensemble,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,-0.000115044,0.000115044,0.000551024
cancerDiagnosedLymphomaNonhodgkins17,Ensemble,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.000114993,0.000114993,0.00055078
cancerDiagnosedBladder17,Ensemble,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,-0.000114922,0.000114922,0.00055044
emphysemaDiagnosis17,NN,Saliency,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,0.000487023,0.000487023,0.000549704
cancerDiagnosedLung17,NN,Integrated_Gradients,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.000616983,0.000616983,0.000548606
cancerDiagnosedLung17,NN,Integrated_Gradients,sdohNoHomeProblems,sdohNoHomeProblems,-0.000614318,0.000614318,0.000546237
emphysemaDiagnosis17,NN,Saliency,sdohHelpFromFriends,sdohHelpFromFriends,-0.000481444,0.000481444,0.000543407
emphysemaDiagnosis17,NN,Saliency,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.000478008,0.000478008,0.000539529
emphysemaDiagnosis17,NN,Saliency,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,-0.000475848,0.000475848,0.000537091
cancerDiagnosedCervical17,NN,Integrated_Gradients,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,-0.000590065,0.000590065,0.000524671
adhdaddDiagnosis517,NN,Integrated_Gradients,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,-0.000588736,0.000588736,0.00052349
cancerDiagnosedCervical17,NN,Integrated_Gradients,sdohHomeProblemCook,sdohHomeProblemCook,-0.000585917,0.000585917,0.000520983
cancerDiagnosedLung17,NN,Integrated_Gradients,sdohDiscriminationInHousing,sdohDiscriminationInHousing,0.000585757,0.000585757,0.000520841
cancerDiagnosedColon17,NN,Integrated_Gradients,sdohHowOftenChildInsult,sdohHowOftenChildInsult,-0.000585447,0.000585447,0.000520565
adhdaddDiagnosis517,NN,Saliency,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,-0.000459839,0.000459839,0.000519021
cancerDiagnosis17,XGB,Permutation_Importance,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.00010814,0.00010814,0.000517956
cancerDiagnosedSkinnonmelano17,XGB,Permutation_Importance,sdohHowOftenForced,sdohHowOftenForced,-0.000107933,0.000107933,0.000516965
cancerDiagnosedSkinnonmelano17,XGB,Permutation_Importance,sdohDiscriminationAtWork,sdohDiscriminationAtWork,-0.000107933,0.000107933,0.000516965
cancerDiagnosedOther17,XGB,Permutation_Importance,sdohNoHomeProblems,sdohNoHomeProblems,0.000107904,0.000107904,0.000516826
cancerDiagnosedBreast17,XGB,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.00010772,0.00010772,0.000515945
emphysemaDiagnosis17,Ensemble,Permutation_Importance,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,0.000107701,0.000107701,0.000515854
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdohDiscriminationAtWork,sdohDiscriminationAtWork,-0.0001072,0.0001072,0.000513454
cancerDiagnosedSkinMelanoma17,XGB,Permutation_Importance,sdohLivedWithDrugs18,sdohLivedWithDrugs18,-0.000107085,0.000107085,0.000512903
cancerDiagnosedSkinMelanoma17,Ensemble,Permutation_Importance,sdohHomeProblemLead,sdohHomeProblemLead,0.000107085,0.000107085,0.000512903
cancerDiagnosedSkinMelanoma17,Ensemble,Permutation_Importance,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,-0.000107085,0.000107085,0.000512903
cancerDiagnosedSkinMelanoma17,Ensemble,Permutation_Importance,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,-0.000107085,0.000107085,0.000512903
cancerDiagnosedskinunknownType17,Ensemble,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,0.000106762,0.000106762,0.000511356
cancerDiagnosedColon17,XGB,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,-0.000106449,0.000106449,0.000509857
cancerDiagnosedColon17,Ensemble,Permutation_Importance,sdohHowOftenForced,sdohHowOftenForced,-0.000106449,0.000106449,0.000509857
cancerDiagnosedColon17,XGB,Permutation_Importance,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,0.000106449,0.000106449,0.000509857
cancerDiagnosedCervical17,XGB,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.000106383,0.000106383,0.000509541
cancerDiagnosedUterine17,XGB,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.000106298,0.000106298,0.000509134
cancerDiagnosedLung17,Ensemble,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.000106195,0.000106195,0.00050864
cancerDiagnosedLung17,Ensemble,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,-0.000106195,0.000106195,0.00050864
cancerDiagnosedLung17,Ensemble,Permutation_Importance,sdohNoHomeProblems,sdohNoHomeProblems,-0.000106195,0.000106195,0.00050864
cancerDiagnosedLung17,XGB,Permutation_Importance,sdohHelpFromCommunity,sdohHelpFromCommunity,0.000106195,0.000106195,0.00050864
cancerDiagnosedLymphomaNonhodgkins17,XGB,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.000106148,0.000106148,0.000508415
cancerDiagnosedLymphomaNonhodgkins17,XGB,Permutation_Importance,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.000106148,0.000106148,0.000508415
cancerDiagnosedBladder17,Ensemble,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,-0.000106082,0.000106082,0.000508099
cancerDiagnosedLung17,NN,Integrated_Gradients,sdohHowHardPayBasics,sdohHowHardPayBasics,-0.000570903,0.000570903,0.000507633
adhdaddDiagnosis517,NN,Integrated_Gradients,sdohHowOftenForced,sdohHowOftenForced,-0.000565521,0.000565521,0.000502847
adhdaddDiagnosis517,NN,Integrated_Gradients,sdohHowOftenAbused18,sdohHowOftenAbused18,-0.000563851,0.000563851,0.000501363
adhdaddDiagnosis517,NN,Integrated_Gradients,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,0.000559376,0.000559376,0.000497383
asthmaDiagnosis,DT,Permutation_Importance,sdohMeetingsPerYear,sdohMeetingsPerYear,0.000102817,0.000102817,0.000492461
cancerDiagnosedCervical17,NN,Integrated_Gradients,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.000553496,0.000553496,0.000492155
emphysemaDiagnosis17,NN,Integrated_Gradients,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,-0.000552238,0.000552238,0.000491037
adhdaddDiagnosis517,NN,Saliency,sdoh12MosThreatUtilityOff,sdoh12MosThreatUtilityOff,0.000429634,0.000429634,0.000484929
strokeDiagnosis17,DT,Permutation_Importance,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.000101122,0.000101122,0.000484342
emphysemaDiagnosis17,NN,Integrated_Gradients,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,0.000541706,0.000541706,0.000481672
cancerDiagnosedCervical17,NN,Integrated_Gradients,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,-0.000538673,0.000538673,0.000478975
diabetesDiagnosis,DT,Permutation_Importance,sdohHomeProblemPests,sdohHomeProblemPests,9.97E-05,0.0000997,0.000477531
emphysemaDiagnosis17,NN,Integrated_Gradients,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.000531838,0.000531838,0.000472897
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdohDiscriminationStores,sdohDiscriminationStores,-9.83E-05,0.0000983,0.000470826
highCholesterolDiagnosis17,DT,Permutation_Importance,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,9.80E-05,0.000098,0.000469389
cancerDiagnosedskinunknownType17,XGB,Permutation_Importance,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,9.79E-05,0.0000979,0.00046891
cancerDiagnosedColon17,Ensemble,Permutation_Importance,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,9.76E-05,0.0000976,0.000467473
cancerDiagnosedColon17,Ensemble,Permutation_Importance,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,-9.76E-05,0.0000976,0.000467473
cancerDiagnosedLung17,NN,Saliency,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.000414053,0.000414053,0.000467343
cancerDiagnosedCervical17,Ensemble,Permutation_Importance,sdohNoHomeProblems,sdohNoHomeProblems,9.75E-05,0.0000975,0.000466994
cancerDiagnosedLung17,XGB,Permutation_Importance,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,9.73E-05,0.0000973,0.000466036
cancerDiagnosedLung17,XGB,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,-9.73E-05,0.0000973,0.000466036
cancerDiagnosedLung17,XGB,Permutation_Importance,sdohFeelLackCompanionship,sdohFeelLackCompanionship,9.73E-05,0.0000973,0.000466036
cancerDiagnosedLymphomaNonhodgkins17,Ensemble,Permutation_Importance,sdohFeelLackCompanionship,sdohFeelLackCompanionship,9.73E-05,0.0000973,0.000466036
cancerDiagnosedLung17,Ensemble,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,-9.73E-05,0.0000973,0.000466036
cancerDiagnosedBladder17,Ensemble,Permutation_Importance,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,-9.72E-05,0.0000972,0.000465557
cancerDiagnosedBladder17,Ensemble,Permutation_Importance,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,-9.72E-05,0.0000972,0.000465557
cancerDiagnosedBladder17,Ensemble,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,9.72E-05,0.0000972,0.000465557
cancerDiagnosedLung17,NN,Saliency,sdohHomeProblemCook,sdohHomeProblemCook,0.000412186,0.000412186,0.000465235
emphysemaDiagnosis17,NN,Integrated_Gradients,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.000519819,0.000519819,0.00046221
emphysemaDiagnosis17,NN,Saliency,sdohHowOftenStress,sdohHowOftenStress,0.00040694,0.00040694,0.000459314
cancerDiagnosedOther17,NN,Integrated_Gradients,sdohHomeProblemCook,sdohHomeProblemCook,-0.00051278,0.00051278,0.000455951
cancerDiagnosedCervical17,NN,Saliency,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.00040287,0.00040287,0.00045472
arthritisDiagnosis17,NN,Integrated_Gradients,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,-0.000511043,0.000511043,0.000454407
cancerDiagnosedLung17,NN,Saliency,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,0.000400466,0.000400466,0.000452007
cancerDiagnosedLung17,NN,Integrated_Gradients,sdohHomeProblemMold,sdohHomeProblemMold,-0.000506673,0.000506673,0.000450521
dcsDiabetesDiagnosisByHealthProf,XGB,Permutation_Importance,sdohHomeProblemHeat,sdohHomeProblemHeat,9.36E-05,0.0000936,0.000448314
dcsDiabetesDiagnosisByHealthProf,XGB,Permutation_Importance,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,9.36E-05,0.0000936,0.000448314
adhdaddDiagnosis517,NN,Saliency,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.000391465,0.000391465,0.000441848
cancerDiagnosedLung17,NN,Saliency,sdohHowOftenChildTouched,sdohHowOftenChildTouched,0.000390606,0.000390606,0.000440878
cancerDiagnosedLung17,NN,Integrated_Gradients,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,0.00048831,0.00048831,0.000434193
adhdaddDiagnosis517,XGB,Permutation_Importance,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,-9.01E-05,0.0000901,0.000431551
cancerDiagnosedSkinnonmelano17,XGB,Permutation_Importance,sdohNoHomeProblems,sdohNoHomeProblems,8.99E-05,0.0000899,0.000430593
cancerDiagnosedSkinnonmelano17,XGB,Permutation_Importance,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,-8.99E-05,0.0000899,0.000430593
emphysemaDiagnosis17,XGB,Permutation_Importance,sdohSatisfiedWithHome,sdohSatisfiedWithHome,8.98E-05,0.0000898,0.000430114
cancerDiagnosedBreast17,XGB,Permutation_Importance,sdohNoHomeProblems,sdohNoHomeProblems,-8.98E-05,0.0000898,0.000430114
cancerDiagnosedBreast17,XGB,Permutation_Importance,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,-8.98E-05,0.0000898,0.000430114
cancerDiagnosedBreast17,XGB,Permutation_Importance,sdohLivedWithDrugs18,sdohLivedWithDrugs18,8.98E-05,0.0000898,0.000430114
emphysemaDiagnosis17,Ensemble,Permutation_Importance,sdohHowOftenForced,sdohHowOftenForced,8.98E-05,0.0000898,0.000430114
cancerDiagnosedProstate17,XGB,Permutation_Importance,sdohHowOftenForced,sdohHowOftenForced,-8.93E-05,0.0000893,0.000427719
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,8.93E-05,0.0000893,0.000427719
adhdaddDiagnosis517,NN,Saliency,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,0.000378727,0.000378727,0.00042747
cancerDiagnosedSkinMelanoma17,XGB,Permutation_Importance,sdohDiscriminationStores,sdohDiscriminationStores,-8.92E-05,0.0000892,0.00042724
cancerDiagnosedskinunknownType17,XGB,Permutation_Importance,sdohHomeProblemPests,sdohHomeProblemPests,8.90E-05,0.000089,0.000426282
cancerDiagnosedskinunknownType17,Ensemble,Permutation_Importance,sdohDiscriminationApplyingServices,sdohDiscriminationApplyingServices,8.90E-05,0.000089,0.000426282
cancerDiagnosedskinunknownType17,NN,Saliency,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,-0.000376479,0.000376479,0.000424933
cancerDiagnosedColon17,XGB,Permutation_Importance,sdohHowHardPayBasics,sdohHowHardPayBasics,-8.87E-05,0.0000887,0.000424845
cancerDiagnosedColon17,XGB,Permutation_Importance,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,-8.87E-05,0.0000887,0.000424845
cancerDiagnosedCervical17,XGB,Permutation_Importance,sdohHomeProblemMold,sdohHomeProblemMold,8.87E-05,0.0000887,0.000424845
cancerDiagnosedCervical17,XGB,Permutation_Importance,sdohHelpFromFriends,sdohHelpFromFriends,8.87E-05,0.0000887,0.000424845
cancerDiagnosedCervical17,Ensemble,Permutation_Importance,sdohHelpFromCommunity,sdohHelpFromCommunity,8.87E-05,0.0000887,0.000424845
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,-8.86E-05,0.0000886,0.000424366
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,-8.86E-05,0.0000886,0.000424366
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdohHomeProblemPests,sdohHomeProblemPests,8.86E-05,0.0000886,0.000424366
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdohDateCompletedYear,sdohDateCompletedYear,-8.86E-05,0.0000886,0.000424366
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-8.86E-05,0.0000886,0.000424366
cancerDiagnosedUterine17,Ensemble,Permutation_Importance,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,-8.86E-05,0.0000886,0.000424366
cancerDiagnosedUterine17,XGB,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,8.86E-05,0.0000886,0.000424366
